Source,Yr,Sex,Age,MinAge,AccurateAge,LengthM,Censored
Maeda,1960,F,10,No,Yes,21.94452910697958,0
Maeda,1960,F,17,No,Yes,21.63974398049375,0
Maeda,1960,F,16,No,Yes,21.94452910697958,0
Maeda,1960,F,11,No,Yes,21.030173727522097,0
Maeda,1960,F,18,Yes,No,22.554099359951234,0
Maeda,1960,F,35,Yes,No,22.554099359951234,0
Maeda,1960,F,13,Yes,No,21.94452910697958,0
Maeda,1960,F,13,No,No,21.94452910697958,0
Maeda,1960,F,18,No,Yes,22.249314233465405,0
Maeda,1960,M,19,No,Yes,21.63974398049375,0
Maeda,1960,F,29,No,Yes,21.63974398049375,0
Maeda,1960,M,40,No,Yes,21.94452910697958,0
Maeda,1960,F,21,No,Yes,22.249314233465405,0
Maeda,1960,F,21,Yes,No,23.163669612922888,0
Maeda,1960,F,24,No,Yes,22.249314233465405,0
Maeda,1960,F,4,No,Yes,21.334958854007922,1
Maeda,1960,F,11,No,Yes,21.63974398049375,0
Maeda,1960,F,37,No,Yes,21.63974398049375,0
Maeda,1960,M,25,No,Yes,22.554099359951234,0
Maeda,1960,M,47,No,Yes,22.249314233465405,0
Maeda,1960,M,29,No,Yes,22.85888448643706,0
Maeda,1960,F,19,No,Yes,21.63974398049375,0
Maeda,1960,M,26,No,Yes,23.163669612922888,0
Maeda,1960,F,21,No,Yes,22.554099359951234,0
Maeda,1960,F,34,No,Yes,21.334958854007922,1
Maeda,1960,M,21,No,Yes,21.94452910697958,0
Maeda,1960,M,16,No,Yes,21.63974398049375,0
Maeda,1960,M,6,No,Yes,22.554099359951234,0
Maeda,1960,F,15,No,Yes,21.334958854007922,1
Maeda,1960,F,17,Yes,No,21.94452910697958,0
Maeda,1960,F,14,No,Yes,22.249314233465405,0
Maeda,1960,F,8,No,Yes,21.334958854007922,1
Maeda,1960,F,11,No,Yes,21.030173727522097,0
Maeda,1960,M,23,No,Yes,21.63974398049375,0
Maeda,1960,M,14,No,Yes,22.249314233465405,0
Maeda,1960,F,29,No,Yes,23.163669612922888,0
Maeda,1960,F,24,No,Yes,22.85888448643706,0
Maeda,1960,F,27,No,Yes,21.94452910697958,0
Maeda,1960,M,13,No,Yes,21.334958854007922,1
Maeda,1960,F,23,No,Yes,21.94452910697958,0
Maeda,1960,M,17,No,Yes,22.554099359951234,0
Maeda,1960,F,28,No,Yes,22.554099359951234,0
Maeda,1960,F,11,Yes,No,23.163669612922888,0
Maeda,1960,F,28,No,Yes,23.773239865894542,0
Maeda,1960,F,22,No,Yes,23.468454739408717,0
Maeda,1960,F,25,No,Yes,21.94452910697958,0
Maeda,1960,F,38,No,Yes,24.07802499238037,0
Maeda,1960,M,29,No,Yes,21.94452910697958,0
Maeda,1960,F,26,No,Yes,22.554099359951234,0
Maeda,1960,F,20,No,Yes,21.334958854007922,1
Maeda,1960,F,7,Yes,No,23.163669612922888,0
Maeda,1960,F,13,No,Yes,22.249314233465405,0
Maeda,1960,F,21,Yes,No,23.468454739408717,0
Maeda,1960,M,22,No,Yes,23.468454739408717,0
Maeda,1960,M,31,No,Yes,23.468454739408717,0
Maeda,1960,F,27,No,Yes,22.249314233465405,0
Maeda,1960,M,18,No,Yes,22.249314233465405,0
Maeda,1960,F,12,No,Yes,21.334958854007922,1
Maeda,1960,F,17,No,Yes,22.85888448643706,0
Maeda,1960,F,23,No,Yes,21.94452910697958,0
Maeda,1960,M,35,No,Yes,21.334958854007922,1
Maeda,1960,F,14,No,Yes,21.94452910697958,0
Maeda,1960,F,28,No,Yes,21.94452910697958,0
Maeda,1960,F,21,No,Yes,21.94452910697958,0
Maeda,1960,M,7,No,Yes,21.334958854007922,1
Maeda,1960,M,27,No,Yes,21.94452910697958,0
Maeda,1960,F,19,No,Yes,22.85888448643706,0
Maeda,1960,M,30,Yes,No,21.94452910697958,0
Maeda,1960,M,27,No,Yes,22.554099359951234,0
Maeda,1960,F,19,No,Yes,22.554099359951234,0
Maeda,1960,F,14,Yes,No,21.63974398049375,0
Maeda,1960,F,26,No,Yes,23.468454739408717,0
Maeda,1960,F,24,No,Yes,23.468454739408717,0
Maeda,1960,F,12,No,Yes,21.94452910697958,0
Maeda,1960,F,20,No,Yes,22.85888448643706,0
Maeda,1960,F,38,No,Yes,22.249314233465405,0
Maeda,1960,M,23,No,Yes,21.334958854007922,1
Maeda,1960,F,30,No,Yes,22.554099359951234,0
Maeda,1960,M,19,Yes,No,22.249314233465405,0
Maeda,1960,F,8,No,Yes,21.94452910697958,0
Maeda,1960,M,21,No,Yes,22.249314233465405,0
Maeda,1960,M,24,No,Yes,21.334958854007922,1
Maeda,1960,F,20,No,Yes,23.773239865894542,0
Maeda,1960,M,19,No,Yes,21.334958854007922,1
Maeda,1960,F,16,No,Yes,21.94452910697958,0
Maeda,1960,M,18,No,Yes,20.42060347455044,0
Maeda,1960,F,38,No,Yes,21.63974398049375,0
Maeda,1960,M,10,Yes,No,21.030173727522097,0
Maeda,1960,F,37,No,Yes,21.63974398049375,0
Maeda,1960,F,35,No,Yes,22.249314233465405,0
Maeda,1960,F,20,No,Yes,22.554099359951234,0
Maeda,1960,M,11,No,Yes,21.94452910697958,0
Maeda,1960,M,20,No,Yes,21.94452910697958,0
Maeda,1960,F,42,No,No,23.773239865894542,0
Maeda,1960,M,18,No,Yes,21.334958854007922,1
Maeda,1960,M,17,Yes,No,22.249314233465405,0
Maeda,1960,F,26,No,Yes,22.85888448643706,0
Maeda,1960,M,38,No,Yes,21.94452910697958,0
Maeda,1960,M,36,No,Yes,21.334958854007922,1
Maeda,1960,M,31,No,Yes,22.249314233465405,0
Maeda,1960,F,29,No,Yes,21.334958854007922,1
Maeda,1960,M,34,No,Yes,22.249314233465405,0
Maeda,1960,F,13,Yes,No,21.63974398049375,0
Maeda,1960,F,23,No,Yes,21.94452910697958,0
Maeda,1960,F,20,No,Yes,22.85888448643706,0
Maeda,1960,F,19,No,No,21.94452910697958,0
Maeda,1960,M,19,No,Yes,21.63974398049375,0
Maeda,1960,F,20,No,Yes,21.63974398049375,0
Maeda,1960,F,19,No,Yes,23.773239865894542,0
Maeda,1960,M,11,No,Yes,20.72538860103627,0
Maeda,1960,M,16,No,Yes,21.94452910697958,0
Maeda,1960,F,16,No,Yes,22.249314233465405,0
Maeda,1960,F,38,No,Yes,21.63974398049375,0
Maeda,1960,M,15,No,Yes,21.334958854007922,1
Maeda,1960,M,20,No,Yes,22.554099359951234,0
Maeda,1960,M,16,No,Yes,21.63974398049375,0
Maeda,1960,M,39,No,Yes,21.94452910697958,0
Maeda,1960,F,27,Yes,No,22.85888448643706,0
Maeda,1960,M,21,No,Yes,22.85888448643706,0
Maeda,1960,F,21,No,Yes,23.163669612922888,0
Maeda,1960,F,22,No,Yes,22.249314233465405,0
Maeda,1960,M,13,Yes,No,21.334958854007922,1
Maeda,1960,F,21,No,Yes,21.334958854007922,1
Maeda,1960,F,20,No,Yes,21.94452910697958,0
Maeda,1960,F,16,No,Yes,21.94452910697958,0
Maeda,1960,F,23,No,Yes,22.249314233465405,0
Maeda,1960,F,30,No,Yes,23.468454739408717,0
Maeda,1960,F,19,No,Yes,22.85888448643706,0
Maeda,1960,F,22,No,Yes,22.554099359951234,0
Maeda,1960,F,19,Yes,No,20.72538860103627,0
Maeda,1960,M,16,Yes,No,21.334958854007922,1
Maeda,1960,M,17,No,Yes,22.249314233465405,0
Maeda,1960,M,21,No,Yes,21.030173727522097,0
Maeda,1960,M,27,No,Yes,21.334958854007922,1
Maeda,1960,F,16,Yes,No,23.163669612922888,0
Maeda,1960,F,22,No,Yes,22.249314233465405,0
Maeda,1960,M,21,No,Yes,21.63974398049375,0
Maeda,1960,M,20,No,Yes,22.249314233465405,0
Maeda,1960,M,16,Yes,No,21.334958854007922,1
Maeda,1960,M,34,No,Yes,23.163669612922888,0
Maeda,1960,F,22,No,Yes,21.334958854007922,1
Maeda,1960,M,18,No,Yes,21.334958854007922,1
Maeda,1960,F,18,No,Yes,21.334958854007922,1
Maeda,1960,F,13,No,Yes,21.334958854007922,1
Maeda,1960,F,24,No,Yes,21.63974398049375,0
Maeda,1960,F,28,No,Yes,22.85888448643706,0
Maeda,1960,M,32,No,Yes,22.249314233465405,0
Maeda,1960,M,15,No,Yes,23.468454739408717,0
Maeda,1960,F,26,No,Yes,23.163669612922888,0
Maeda,1960,F,21,No,Yes,23.468454739408717,0
Maeda,1960,M,19,No,Yes,22.249314233465405,0
Maeda,1960,M,20,No,No,22.249314233465405,0
Maeda,1960,M,19,No,Yes,21.94452910697958,0
Maeda,1960,F,18,Yes,No,23.468454739408717,0
Maeda,1960,M,22,No,Yes,22.554099359951234,0
Maeda,1960,M,20,No,Yes,22.249314233465405,0
Maeda,1960,M,16,No,Yes,21.63974398049375,0
Maeda,1960,F,25,No,Yes,21.94452910697958,0
Maeda,1960,F,14,Yes,No,21.334958854007922,1
Maeda,1960,M,28,No,Yes,21.334958854007922,1
Maeda,1960,F,8,Yes,No,22.554099359951234,0
Maeda,1960,M,12,No,Yes,21.63974398049375,0
Maeda,1960,M,28,No,Yes,22.249314233465405,0
Maeda,1960,M,51,No,Yes,22.249314233465405,0
Maeda,1960,F,13,Yes,No,22.249314233465405,0
Maeda,1960,F,10,Yes,No,23.468454739408717,0
Maeda,1960,M,12,No,Yes,21.94452910697958,0
Maeda,1960,F,5,No,Yes,21.334958854007922,1
Maeda,1960,M,20,No,Yes,21.94452910697958,0
Maeda,1960,F,24,No,Yes,21.94452910697958,0
Maeda,1960,F,15,Yes,No,21.334958854007922,1
Maeda,1960,F,33,No,Yes,23.773239865894542,0
Maeda,1960,F,22,No,Yes,22.249314233465405,0
Maeda,1960,M,4,No,Yes,21.334958854007922,1
Maeda,1960,M,9,No,Yes,22.249314233465405,0
Maeda,1960,F,42,No,Yes,21.94452910697958,0
Maeda,1960,F,9,No,Yes,22.249314233465405,0
Maeda,1960,F,7,No,Yes,21.63974398049375,0
Maeda,1960,F,13,Yes,No,21.94452910697958,0
Maeda,1960,M,8,No,Yes,21.94452910697958,0
Maeda,1960,M,6,Yes,No,21.94452910697958,0
Maeda,1960,M,22,No,Yes,21.63974398049375,0
Maeda,1960,F,25,No,Yes,23.468454739408717,0
Maeda,1960,M,18,No,Yes,21.334958854007922,1
Maeda,1960,M,6,No,Yes,20.72538860103627,0
Maeda,1961,F,15,No,Yes,21.334958854007922,1
Maeda,1961,M,20,No,Yes,21.94452910697958,0
Maeda,1961,F,20,No,Yes,21.63974398049375,0
Maeda,1961,M,11,No,Yes,21.63974398049375,0
Maeda,1961,M,13,No,Yes,21.63974398049375,0
Maeda,1961,M,31,No,Yes,22.249314233465405,0
Maeda,1961,M,26,No,Yes,22.249314233465405,0
Maeda,1961,M,17,No,Yes,21.94452910697958,0
Maeda,1961,F,37,No,Yes,24.3828101188662,0
Maeda,1961,F,22,No,Yes,24.07802499238037,0
Maeda,1961,M,19,No,Yes,23.468454739408717,0
Maeda,1961,M,15,No,Yes,22.554099359951234,0
Maeda,1961,M,27,No,Yes,22.85888448643706,0
Maeda,1961,M,36,No,Yes,21.334958854007922,1
Maeda,1961,F,12,No,Yes,21.94452910697958,0
Maeda,1961,M,19,Yes,No,21.94452910697958,0
Maeda,1961,F,19,No,Yes,21.94452910697958,0
Maeda,1961,M,45,No,Yes,22.554099359951234,0
Maeda,1961,F,8,No,Yes,21.63974398049375,0
Maeda,1961,M,46,No,Yes,21.63974398049375,0
Maeda,1961,M,7,No,Yes,21.63974398049375,0
Maeda,1961,F,5,No,Yes,20.72538860103627,0
Maeda,1961,F,33,No,Yes,22.249314233465405,0
Maeda,1961,M,24,Yes,No,22.249314233465405,0
Maeda,1961,F,21,No,Yes,22.249314233465405,0
Maeda,1961,F,20,No,Yes,21.334958854007922,1
Maeda,1961,M,20,No,Yes,21.334958854007922,1
Maeda,1961,M,23,No,Yes,21.94452910697958,0
Maeda,1961,F,14,Yes,No,21.63974398049375,0
Maeda,1961,M,29,No,Yes,21.94452910697958,0
Maeda,1961,M,11,No,Yes,21.94452910697958,0
Maeda,1961,M,53,No,Yes,22.249314233465405,0
Maeda,1961,M,29,No,Yes,21.94452910697958,0
Maeda,1961,F,19,Yes,No,21.334958854007922,1
Maeda,1961,M,35,Yes,No,21.94452910697958,0
Maeda,1961,M,28,No,Yes,21.63974398049375,0
Maeda,1961,M,31,No,Yes,21.63974398049375,0
Maeda,1961,F,3,No,Yes,21.94452910697958,0
Maeda,1961,F,26,No,Yes,22.249314233465405,0
Maeda,1961,M,22,No,Yes,21.63974398049375,0
Maeda,1961,M,23,No,Yes,21.94452910697958,0
Maeda,1961,F,20,No,Yes,21.94452910697958,0
Maeda,1961,M,46,No,Yes,21.94452910697958,0
Maeda,1961,M,24,No,Yes,22.249314233465405,0
Maeda,1961,F,17,No,Yes,21.94452910697958,0
Maeda,1961,F,30,No,Yes,21.94452910697958,0
Maeda,1961,F,29,No,Yes,22.554099359951234,0
Maeda,1961,M,18,Yes,No,21.334958854007922,1
Maeda,1961,M,26,No,Yes,21.63974398049375,0
Maeda,1961,F,13,Yes,No,21.334958854007922,1
Maeda,1961,M,24,Yes,No,21.334958854007922,1
Maeda,1961,M,70,No,Yes,22.249314233465405,0
Maeda,1961,M,24,No,Yes,21.63974398049375,0
Maeda,1961,M,25,No,Yes,21.94452910697958,0
Maeda,1961,F,18,No,Yes,22.249314233465405,0
Maeda,1961,F,18,No,Yes,21.94452910697958,0
Maeda,1961,M,39,No,Yes,21.94452910697958,0
Maeda,1961,F,15,No,Yes,22.554099359951234,0
Maeda,1961,M,25,No,Yes,22.249314233465405,0
Maeda,1961,M,43,No,Yes,22.554099359951234,0
Maeda,1961,F,20,No,Yes,22.249314233465405,0
Maeda,1961,M,16,No,Yes,22.249314233465405,0
Maeda,1961,M,4,No,Yes,22.249314233465405,0
Maeda,1961,F,14,No,Yes,21.94452910697958,0
